TIME,GEO,AIRPOL,SRC_CRF,Value
2013,Malta,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),:
2013,Malta,Nitrogen trifluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",:
2013,Malta,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding memo items),0
2013,Malta,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),:
2013,Malta,Nitrogen trifluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",:
2013,Malta,Nitrogen trifluoride (CO2 equivalent),Energy,:
2013,Malta,Nitrogen trifluoride (CO2 equivalent),Industrial processes and product use,0
2013,Malta,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2013,Malta,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Malta,Nitrogen trifluoride (CO2 equivalent),Waste management,:
2013,Malta,Nitrogen trifluoride (CO2 equivalent),Other sectors,0
2013,Netherlands,Carbon dioxide,All sectors and indirect CO2 (excluding memo items),"171,848.8"
2013,Netherlands,Carbon dioxide,All sectors and indirect CO2 (excluding LULUCF and memo items),"166,213.76"
2013,Netherlands,Carbon dioxide,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","176,646.38"
2013,Netherlands,Carbon dioxide,All sectors (excluding memo items),"171,399.45"
2013,Netherlands,Carbon dioxide,All sectors (excluding LULUCF and memo items),"165,764.4"
2013,Netherlands,Carbon dioxide,"All sectors (excluding LULUCF and memo items, including international aviation)","176,197.03"
2013,Netherlands,Carbon dioxide,Energy,"158,946.92"
2013,Netherlands,Carbon dioxide,Industrial processes and product use,"6,747.04"
2013,Netherlands,Carbon dioxide,Agriculture,70.44
2013,Netherlands,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","5,635.05"
2013,Netherlands,Carbon dioxide,Waste management,0
2013,Netherlands,Carbon dioxide,Other sectors,0
2013,Netherlands,Methane,All sectors and indirect CO2 (excluding memo items),737.29
2013,Netherlands,Methane,All sectors and indirect CO2 (excluding LULUCF and memo items),737.28
2013,Netherlands,Methane,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",737.36
2013,Netherlands,Methane,All sectors (excluding memo items),737.29
2013,Netherlands,Methane,All sectors (excluding LULUCF and memo items),737.28
2013,Netherlands,Methane,"All sectors (excluding LULUCF and memo items, including international aviation)",737.36
2013,Netherlands,Methane,Energy,103.55
2013,Netherlands,Methane,Industrial processes and product use,13.34
2013,Netherlands,Methane,Agriculture,470.92
2013,Netherlands,Methane,"Land use, land use change, and forestry (LULUCF)",0.01
2013,Netherlands,Methane,Waste management,149.47
2013,Netherlands,Methane,Other sectors,0
2013,Netherlands,Methane (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"18,432.37"
2013,Netherlands,Methane (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"18,432.06"
2013,Netherlands,Methane (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","18,433.88"
2013,Netherlands,Methane (CO2 equivalent),All sectors (excluding memo items),"18,432.37"
2013,Netherlands,Methane (CO2 equivalent),All sectors (excluding LULUCF and memo items),"18,432.06"
2013,Netherlands,Methane (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","18,433.88"
2013,Netherlands,Methane (CO2 equivalent),Energy,"2,588.69"
2013,Netherlands,Methane (CO2 equivalent),Industrial processes and product use,333.59
2013,Netherlands,Methane (CO2 equivalent),Agriculture,"11,773.04"
2013,Netherlands,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",0.32
2013,Netherlands,Methane (CO2 equivalent),Waste management,"3,736.73"
2013,Netherlands,Methane (CO2 equivalent),Other sectors,0
2013,Netherlands,Nitrous oxide,All sectors and indirect CO2 (excluding memo items),28.65
2013,Netherlands,Nitrous oxide,All sectors and indirect CO2 (excluding LULUCF and memo items),28.3
2013,Netherlands,Nitrous oxide,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",28.59
2013,Netherlands,Nitrous oxide,All sectors (excluding memo items),28.65
2013,Netherlands,Nitrous oxide,All sectors (excluding LULUCF and memo items),28.3
2013,Netherlands,Nitrous oxide,"All sectors (excluding LULUCF and memo items, including international aviation)",28.59
2013,Netherlands,Nitrous oxide,Energy,2.05
2013,Netherlands,Nitrous oxide,Industrial processes and product use,5.47
2013,Netherlands,Nitrous oxide,Agriculture,20.25
2013,Netherlands,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.35
2013,Netherlands,Nitrous oxide,Waste management,0.52
2013,Netherlands,Nitrous oxide,Other sectors,0
2013,Netherlands,Nitrous oxide (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"8,537.12"
2013,Netherlands,Nitrous oxide (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"8,432.23"
2013,Netherlands,Nitrous oxide (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","8,519.19"
2013,Netherlands,Nitrous oxide (CO2 equivalent),All sectors (excluding memo items),"8,537.12"
2013,Netherlands,Nitrous oxide (CO2 equivalent),All sectors (excluding LULUCF and memo items),"8,432.23"
2013,Netherlands,Nitrous oxide (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","8,519.19"
2013,Netherlands,Nitrous oxide (CO2 equivalent),Energy,611.8
2013,Netherlands,Nitrous oxide (CO2 equivalent),Industrial processes and product use,"1,631.23"
2013,Netherlands,Nitrous oxide (CO2 equivalent),Agriculture,"6,033.12"
2013,Netherlands,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",104.89
2013,Netherlands,Nitrous oxide (CO2 equivalent),Waste management,156.08
2013,Netherlands,Nitrous oxide (CO2 equivalent),Other sectors,0
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"2,061.64"
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"2,061.64"
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","2,061.64"
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding memo items),"2,061.64"
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),"2,061.64"
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","2,061.64"
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),Energy,:
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),Industrial processes and product use,"2,061.64"
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),Waste management,:
2013,Netherlands,Hydrofluorocarbones (CO2 equivalent),Other sectors,0
2013,Netherlands,Perfluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),143.76
2013,Netherlands,Perfluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),143.76
2013,Netherlands,Perfluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",143.76
2013,Netherlands,Perfluorocarbones (CO2 equivalent),All sectors (excluding memo items),143.76
2013,Netherlands,Perfluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),143.76
2013,Netherlands,Perfluorocarbones (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",143.76
2013,Netherlands,Perfluorocarbones (CO2 equivalent),Energy,:
2013,Netherlands,Perfluorocarbones (CO2 equivalent),Industrial processes and product use,143.76
2013,Netherlands,Perfluorocarbones (CO2 equivalent),Agriculture,:
2013,Netherlands,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Netherlands,Perfluorocarbones (CO2 equivalent),Waste management,:
2013,Netherlands,Perfluorocarbones (CO2 equivalent),Other sectors,0
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),:
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),:
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",:
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors (excluding memo items),0
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors (excluding LULUCF and memo items),:
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",:
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Energy,:
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Industrial processes and product use,0
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Waste management,:
2013,Netherlands,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Other sectors,0
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),119.86
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),119.86
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",119.86
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),All sectors (excluding memo items),119.86
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),119.86
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",119.86
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),Energy,:
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),Industrial processes and product use,119.86
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),Waste management,:
2013,Netherlands,Sulphur hexafluoride (CO2 equivalent),Other sectors,0
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),:
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),:
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",:
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding memo items),0
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),:
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",:
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),Energy,:
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),Industrial processes and product use,0
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),Waste management,:
2013,Netherlands,Nitrogen trifluoride (CO2 equivalent),Other sectors,0
2013,Austria,Carbon dioxide,All sectors and indirect CO2 (excluding memo items),"63,486.26"
2013,Austria,Carbon dioxide,All sectors and indirect CO2 (excluding LULUCF and memo items),"68,161.58"
2013,Austria,Carbon dioxide,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","70,137.03"
2013,Austria,Carbon dioxide,All sectors (excluding memo items),"63,485.85"
2013,Austria,Carbon dioxide,All sectors (excluding LULUCF and memo items),"68,161.18"
2013,Austria,Carbon dioxide,"All sectors (excluding LULUCF and memo items, including international aviation)","70,136.62"
2013,Austria,Carbon dioxide,Energy,"54,267.17"
2013,Austria,Carbon dioxide,Industrial processes and product use,"13,784.09"
2013,Austria,Carbon dioxide,Agriculture,107.86
2013,Austria,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-4,675.33"
2013,Austria,Carbon dioxide,Waste management,2.05
2013,Austria,Carbon dioxide,Other sectors,0
2013,Austria,Methane,All sectors and indirect CO2 (excluding memo items),276.61
2013,Austria,Methane,All sectors and indirect CO2 (excluding LULUCF and memo items),275.65
2013,Austria,Methane,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",275.69
2013,Austria,Methane,All sectors (excluding memo items),276.61
2013,Austria,Methane,All sectors (excluding LULUCF and memo items),275.65
2013,Austria,Methane,"All sectors (excluding LULUCF and memo items, including international aviation)",275.69
2013,Austria,Methane,Energy,25.93
2013,Austria,Methane,Industrial processes and product use,1.96
2013,Austria,Methane,Agriculture,184.88
2013,Austria,Methane,"Land use, land use change, and forestry (LULUCF)",0.96
2013,Austria,Methane,Waste management,62.87
2013,Austria,Methane,Other sectors,0
2013,Austria,Methane (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"6,915.22"
2013,Austria,Methane (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"6,891.23"
2013,Austria,Methane (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","6,892.31"
2013,Austria,Methane (CO2 equivalent),All sectors (excluding memo items),"6,915.22"
2013,Austria,Methane (CO2 equivalent),All sectors (excluding LULUCF and memo items),"6,891.23"
2013,Austria,Methane (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","6,892.31"
2013,Austria,Methane (CO2 equivalent),Energy,648.28
2013,Austria,Methane (CO2 equivalent),Industrial processes and product use,49.07
2013,Austria,Methane (CO2 equivalent),Agriculture,"4,622.12"
2013,Austria,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",24
2013,Austria,Methane (CO2 equivalent),Waste management,"1,571.76"
2013,Austria,Methane (CO2 equivalent),Other sectors,0
2013,Austria,Nitrous oxide,All sectors and indirect CO2 (excluding memo items),11.92
2013,Austria,Nitrous oxide,All sectors and indirect CO2 (excluding LULUCF and memo items),11.47
2013,Austria,Nitrous oxide,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",11.53
2013,Austria,Nitrous oxide,All sectors (excluding memo items),11.92
2013,Austria,Nitrous oxide,All sectors (excluding LULUCF and memo items),11.47
2013,Austria,Nitrous oxide,"All sectors (excluding LULUCF and memo items, including international aviation)",11.53
2013,Austria,Nitrous oxide,Energy,2.03
2013,Austria,Nitrous oxide,Industrial processes and product use,0.62
2013,Austria,Nitrous oxide,Agriculture,7.97
2013,Austria,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.45
2013,Austria,Nitrous oxide,Waste management,0.84
2013,Austria,Nitrous oxide,Other sectors,0
2013,Austria,Nitrous oxide (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"3,550.9"
2013,Austria,Nitrous oxide (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"3,416.64"
2013,Austria,Nitrous oxide (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","3,436.4"
2013,Austria,Nitrous oxide (CO2 equivalent),All sectors (excluding memo items),"3,550.9"
2013,Austria,Nitrous oxide (CO2 equivalent),All sectors (excluding LULUCF and memo items),"3,416.64"
2013,Austria,Nitrous oxide (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","3,436.4"
2013,Austria,Nitrous oxide (CO2 equivalent),Energy,604.68
2013,Austria,Nitrous oxide (CO2 equivalent),Industrial processes and product use,185.59
2013,Austria,Nitrous oxide (CO2 equivalent),Agriculture,"2,376.42"
2013,Austria,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",134.25
2013,Austria,Nitrous oxide (CO2 equivalent),Waste management,249.94
2013,Austria,Nitrous oxide (CO2 equivalent),Other sectors,0
2013,Austria,Hydrofluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"1,519.63"
2013,Austria,Hydrofluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"1,519.63"
2013,Austria,Hydrofluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","1,519.63"
2013,Austria,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding memo items),"1,519.63"
2013,Austria,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),"1,519.63"
2013,Austria,Hydrofluorocarbones (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","1,519.63"
2013,Austria,Hydrofluorocarbones (CO2 equivalent),Energy,:
2013,Austria,Hydrofluorocarbones (CO2 equivalent),Industrial processes and product use,"1,519.63"
2013,Austria,Hydrofluorocarbones (CO2 equivalent),Agriculture,:
2013,Austria,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Austria,Hydrofluorocarbones (CO2 equivalent),Waste management,:
2013,Austria,Hydrofluorocarbones (CO2 equivalent),Other sectors,0
2013,Austria,Perfluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),49.23
2013,Austria,Perfluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),49.23
2013,Austria,Perfluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",49.23
2013,Austria,Perfluorocarbones (CO2 equivalent),All sectors (excluding memo items),49.23
2013,Austria,Perfluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),49.23
2013,Austria,Perfluorocarbones (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",49.23
2013,Austria,Perfluorocarbones (CO2 equivalent),Energy,:
2013,Austria,Perfluorocarbones (CO2 equivalent),Industrial processes and product use,49.23
2013,Austria,Perfluorocarbones (CO2 equivalent),Agriculture,:
2013,Austria,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Austria,Perfluorocarbones (CO2 equivalent),Waste management,:
2013,Austria,Perfluorocarbones (CO2 equivalent),Other sectors,0
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),:
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),:
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",:
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors (excluding memo items),0
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),All sectors (excluding LULUCF and memo items),:
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",:
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Energy,:
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Industrial processes and product use,0
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Waste management,:
2013,Austria,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Other sectors,0
2013,Austria,Sulphur hexafluoride (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),304.87
2013,Austria,Sulphur hexafluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),304.87
2013,Austria,Sulphur hexafluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",304.87
2013,Austria,Sulphur hexafluoride (CO2 equivalent),All sectors (excluding memo items),304.87
2013,Austria,Sulphur hexafluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),304.87
2013,Austria,Sulphur hexafluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",304.87
2013,Austria,Sulphur hexafluoride (CO2 equivalent),Energy,:
2013,Austria,Sulphur hexafluoride (CO2 equivalent),Industrial processes and product use,304.87
2013,Austria,Sulphur hexafluoride (CO2 equivalent),Agriculture,:
2013,Austria,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Austria,Sulphur hexafluoride (CO2 equivalent),Waste management,:
2013,Austria,Sulphur hexafluoride (CO2 equivalent),Other sectors,0
2013,Austria,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),9.75
2013,Austria,Nitrogen trifluoride (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),9.75
2013,Austria,Nitrogen trifluoride (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",9.75
2013,Austria,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding memo items),9.75
2013,Austria,Nitrogen trifluoride (CO2 equivalent),All sectors (excluding LULUCF and memo items),9.75
2013,Austria,Nitrogen trifluoride (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)",9.75
2013,Austria,Nitrogen trifluoride (CO2 equivalent),Energy,:
2013,Austria,Nitrogen trifluoride (CO2 equivalent),Industrial processes and product use,9.75
2013,Austria,Nitrogen trifluoride (CO2 equivalent),Agriculture,:
2013,Austria,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:
2013,Austria,Nitrogen trifluoride (CO2 equivalent),Waste management,:
2013,Austria,Nitrogen trifluoride (CO2 equivalent),Other sectors,0
2013,Poland,Carbon dioxide,All sectors and indirect CO2 (excluding memo items),"278,067.7"
2013,Poland,Carbon dioxide,All sectors and indirect CO2 (excluding LULUCF and memo items),"321,169.32"
2013,Poland,Carbon dioxide,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","322,678.91"
2013,Poland,Carbon dioxide,All sectors (excluding memo items),"278,067.7"
2013,Poland,Carbon dioxide,All sectors (excluding LULUCF and memo items),"321,169.32"
2013,Poland,Carbon dioxide,"All sectors (excluding LULUCF and memo items, including international aviation)","322,678.91"
2013,Poland,Carbon dioxide,Energy,"302,726.15"
2013,Poland,Carbon dioxide,Industrial processes and product use,"17,007.22"
2013,Poland,Carbon dioxide,Agriculture,868.21
2013,Poland,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-43,101.62"
2013,Poland,Carbon dioxide,Waste management,567.74
2013,Poland,Carbon dioxide,Other sectors,0
2013,Poland,Methane,All sectors and indirect CO2 (excluding memo items),"2,004.77"
2013,Poland,Methane,All sectors and indirect CO2 (excluding LULUCF and memo items),"2,003.29"
2013,Poland,Methane,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","2,003.3"
2013,Poland,Methane,All sectors (excluding memo items),"2,004.77"
2013,Poland,Methane,All sectors (excluding LULUCF and memo items),"2,003.29"
2013,Poland,Methane,"All sectors (excluding LULUCF and memo items, including international aviation)","2,003.3"
2013,Poland,Methane,Energy,910.48
2013,Poland,Methane,Industrial processes and product use,2.55
2013,Poland,Methane,Agriculture,549.84
2013,Poland,Methane,"Land use, land use change, and forestry (LULUCF)",1.48
2013,Poland,Methane,Waste management,540.42
2013,Poland,Methane,Other sectors,0
2013,Poland,Methane (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"50,119.22"
2013,Poland,Methane (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"50,082.23"
2013,Poland,Methane (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","50,082.5"
2013,Poland,Methane (CO2 equivalent),All sectors (excluding memo items),"50,119.22"
2013,Poland,Methane (CO2 equivalent),All sectors (excluding LULUCF and memo items),"50,082.23"
2013,Poland,Methane (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","50,082.5"
2013,Poland,Methane (CO2 equivalent),Energy,"22,762.12"
2013,Poland,Methane (CO2 equivalent),Industrial processes and product use,63.65
2013,Poland,Methane (CO2 equivalent),Agriculture,"13,745.93"
2013,Poland,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",36.98
2013,Poland,Methane (CO2 equivalent),Waste management,"13,510.53"
2013,Poland,Methane (CO2 equivalent),Other sectors,0
2013,Poland,Nitrous oxide,All sectors and indirect CO2 (excluding memo items),84.22
2013,Poland,Nitrous oxide,All sectors and indirect CO2 (excluding LULUCF and memo items),68.14
2013,Poland,Nitrous oxide,"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)",68.18
2013,Poland,Nitrous oxide,All sectors (excluding memo items),84.22
2013,Poland,Nitrous oxide,All sectors (excluding LULUCF and memo items),68.14
2013,Poland,Nitrous oxide,"All sectors (excluding LULUCF and memo items, including international aviation)",68.18
2013,Poland,Nitrous oxide,Energy,8.29
2013,Poland,Nitrous oxide,Industrial processes and product use,3.3
2013,Poland,Nitrous oxide,Agriculture,53.5
2013,Poland,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",16.08
2013,Poland,Nitrous oxide,Waste management,3.05
2013,Poland,Nitrous oxide,Other sectors,0
2013,Poland,Nitrous oxide (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"25,097.52"
2013,Poland,Nitrous oxide (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"20,304.37"
2013,Poland,Nitrous oxide (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","20,316.95"
2013,Poland,Nitrous oxide (CO2 equivalent),All sectors (excluding memo items),"25,097.52"
2013,Poland,Nitrous oxide (CO2 equivalent),All sectors (excluding LULUCF and memo items),"20,304.37"
2013,Poland,Nitrous oxide (CO2 equivalent),"All sectors (excluding LULUCF and memo items, including international aviation)","20,316.95"
2013,Poland,Nitrous oxide (CO2 equivalent),Energy,"2,469.92"
2013,Poland,Nitrous oxide (CO2 equivalent),Industrial processes and product use,982.01
2013,Poland,Nitrous oxide (CO2 equivalent),Agriculture,"15,942.18"
2013,Poland,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)","4,793.16"
2013,Poland,Nitrous oxide (CO2 equivalent),Waste management,910.26
2013,Poland,Nitrous oxide (CO2 equivalent),Other sectors,0
2013,Poland,Hydrofluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding memo items),"8,356.09"
2013,Poland,Hydrofluorocarbones (CO2 equivalent),All sectors and indirect CO2 (excluding LULUCF and memo items),"8,356.09"
2013,Poland,Hydrofluorocarbones (CO2 equivalent),"All sectors and indirect CO2 (excluding LULUCF and memo items, including international aviation)","8,356.09"
2013,Poland,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding memo items),"8,356.09"
2013,Poland,Hydrofluorocarbones (CO2 equivalent),All sectors (excluding LULUCF and memo items),"8,356.09"
